fig|6666666.590939.peg.439	126.1	Streptomyces rochei CC306	indole	indole	5-isoprenylindole-3-carboxylate beta-D-glycosyl ester	28
fig|6666666.590939.peg.438	126.1	Streptomyces rochei CC305	indole	indole	5-isoprenylindole-3-carboxylate beta-D-glycosyl ester	28
fig|6666666.590939.peg.437	126.1	Streptomyces rochei CC304	indole	indole	5-isoprenylindole-3-carboxylate beta-D-glycosyl ester	28
fig|6666666.590939.peg.436	126.1	Streptomyces rochei CC303	indole	indole	5-isoprenylindole-3-carboxylate beta-D-glycosyl ester	28
fig|6666666.590939.peg.435	126.1	Streptomyces rochei CC302	indole	indole	5-isoprenylindole-3-carboxylate beta-D-glycosyl ester	28
fig|6666666.590939.peg.434	126.1	Streptomyces rochei CC301	indole	indole	5-isoprenylindole-3-carboxylate beta-D-glycosyl ester	28
fig|6666666.590939.peg.433	126.1	Streptomyces rochei CC300	indole	indole	5-isoprenylindole-3-carboxylate beta-D-glycosyl ester	28
fig|6666666.590939.peg.432	126.1	Streptomyces rochei CC299	indole	indole	5-isoprenylindole-3-carboxylate beta-D-glycosyl ester	28
fig|6666666.590939.peg.431	126.1	Streptomyces rochei CC298	indole	indole	5-isoprenylindole-3-carboxylate beta-D-glycosyl ester	28
fig|6666666.590939.peg.430	126.1	Streptomyces rochei CC297	indole	indole	5-isoprenylindole-3-carboxylate beta-D-glycosyl ester	28
fig|6666666.590939.peg.429	126.1	Streptomyces rochei CC296	indole	indole	5-isoprenylindole-3-carboxylate beta-D-glycosyl ester	28
fig|6666666.590939.peg.428	126.1	Streptomyces rochei CC295	indole	indole	5-isoprenylindole-3-carboxylate beta-D-glycosyl ester	28
fig|6666666.590939.peg.427	126.1	Streptomyces rochei CC294	indole	indole	5-isoprenylindole-3-carboxylate beta-D-glycosyl ester	28
fig|6666666.590939.peg.426	126.1	Streptomyces rochei CC293	indole	indole	5-isoprenylindole-3-carboxylate beta-D-glycosyl ester	28
fig|6666666.590939.peg.425	126.1	Streptomyces rochei CC292	indole	indole	5-isoprenylindole-3-carboxylate beta-D-glycosyl ester	28
fig|6666666.590939.peg.424	126.1	Streptomyces rochei CC291	indole	indole	5-isoprenylindole-3-carboxylate beta-D-glycosyl ester	28
fig|6666666.590939.peg.423	126.1	Streptomyces rochei CC290	indole	indole	5-isoprenylindole-3-carboxylate beta-D-glycosyl ester	28
fig|6666666.590939.peg.4127	71.1	Streptomyces rochei CC222	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4126	71.1	Streptomyces rochei CC221	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4125	71.1	Streptomyces rochei CC220	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4124	71.1	Streptomyces rochei CC219	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4123	71.1	Streptomyces rochei CC218	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4122	71.1	Streptomyces rochei CC217	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4121	71.1	Streptomyces rochei CC216	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4120	71.1	Streptomyces rochei CC215	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4119	71.1	Streptomyces rochei CC214	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4118	71.1	Streptomyces rochei CC213	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4117	71.1	Streptomyces rochei CC212	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4116	71.1	Streptomyces rochei CC211	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4115	71.1	Streptomyces rochei CC210	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4114	71.1	Streptomyces rochei CC209	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4113	71.1	Streptomyces rochei CC208	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4112	71.1	Streptomyces rochei CC207	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4111	71.1	Streptomyces rochei CC206	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4110	71.1	Streptomyces rochei CC205	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4109	71.1	Streptomyces rochei CC204	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4108	71.1	Streptomyces rochei CC203	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4107	71.1	Streptomyces rochei CC202	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4106	71.1	Streptomyces rochei CC201	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4105	71.1	Streptomyces rochei CC200	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4104	71.1	Streptomyces rochei CC199	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4103	71.1	Streptomyces rochei CC198	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4102	71.1	Streptomyces rochei CC197	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4101	71.1	Streptomyces rochei CC196	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4100	71.1	Streptomyces rochei CC195	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4099	71.1	Streptomyces rochei CC194	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4098	71.1	Streptomyces rochei CC193	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4097	71.1	Streptomyces rochei CC192	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4096	71.1	Streptomyces rochei CC191	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.4095	71.1	Streptomyces rochei CC190	NRPS	NRPS	streptothricin	54
fig|6666666.590939.peg.3950	98.1	Streptomyces rochei CC271	NRPS	NRPS	lipopeptide 8D1-1 / lipopeptide 8D1-2	29
fig|6666666.590939.peg.3949	98.1	Streptomyces rochei CC270	NRPS	NRPS	lipopeptide 8D1-1 / lipopeptide 8D1-2	29
fig|6666666.590939.peg.3948	98.1	Streptomyces rochei CC269	NRPS	NRPS	lipopeptide 8D1-1 / lipopeptide 8D1-2	29
fig|6666666.590939.peg.3947	98.1	Streptomyces rochei CC268	NRPS	NRPS	lipopeptide 8D1-1 / lipopeptide 8D1-2	29
fig|6666666.590939.peg.3946	98.1	Streptomyces rochei CC267	NRPS	NRPS	lipopeptide 8D1-1 / lipopeptide 8D1-2	29
fig|6666666.590939.peg.3945	98.1	Streptomyces rochei CC266	NRPS	NRPS	lipopeptide 8D1-1 / lipopeptide 8D1-2	29
fig|6666666.590939.peg.3944	98.1	Streptomyces rochei CC265	NRPS	NRPS	lipopeptide 8D1-1 / lipopeptide 8D1-2	29
fig|6666666.590939.peg.3943	98.1	Streptomyces rochei CC264	NRPS	NRPS	lipopeptide 8D1-1 / lipopeptide 8D1-2	29
fig|6666666.590939.peg.3942	98.1	Streptomyces rochei CC263	NRPS	NRPS	lipopeptide 8D1-1 / lipopeptide 8D1-2	29
fig|6666666.590939.peg.3941	98.1	Streptomyces rochei CC262	NRPS	NRPS	lipopeptide 8D1-1 / lipopeptide 8D1-2	29
fig|6666666.590939.peg.3940	98.1	Streptomyces rochei CC261	NRPS	NRPS	lipopeptide 8D1-1 / lipopeptide 8D1-2	29
fig|6666666.590939.peg.3939	98.1	Streptomyces rochei CC260	NRPS	NRPS	lipopeptide 8D1-1 / lipopeptide 8D1-2	29
fig|6666666.590939.peg.3938	98.1	Streptomyces rochei CC259	NRPS	NRPS	lipopeptide 8D1-1 / lipopeptide 8D1-2	29
fig|6666666.590939.peg.3937	98.1	Streptomyces rochei CC258	NRPS	NRPS	lipopeptide 8D1-1 / lipopeptide 8D1-2	29
fig|6666666.590939.peg.3936	98.1	Streptomyces rochei CC257	NRPS	NRPS	lipopeptide 8D1-1 / lipopeptide 8D1-2	29
fig|6666666.590939.peg.3935	98.1	Streptomyces rochei CC256	NRPS	NRPS	lipopeptide 8D1-1 / lipopeptide 8D1-2	29
fig|6666666.590939.peg.3934	98.1	Streptomyces rochei CC255	NRPS	NRPS	lipopeptide 8D1-1 / lipopeptide 8D1-2	29
fig|6666666.590939.peg.3933	98.1	Streptomyces rochei CC254	NRPS	NRPS	lipopeptide 8D1-1 / lipopeptide 8D1-2	29
fig|6666666.590939.peg.3932	98.1	Streptomyces rochei CC253	NRPS	NRPS	lipopeptide 8D1-1 / lipopeptide 8D1-2	29
fig|6666666.590939.peg.3840	341.1	Streptomyces rochei CC572	siderophore	siderophore	desferrioxamin B / desferrioxamine E	83
fig|6666666.590939.peg.3839	341.1	Streptomyces rochei CC571	siderophore	siderophore	desferrioxamin B / desferrioxamine E	83
fig|6666666.590939.peg.3838	341.1	Streptomyces rochei CC570	siderophore	siderophore	desferrioxamin B / desferrioxamine E	83
fig|6666666.590939.peg.3837	341.1	Streptomyces rochei CC569	siderophore	siderophore	desferrioxamin B / desferrioxamine E	83
fig|6666666.590939.peg.3836	341.1	Streptomyces rochei CC568	siderophore	siderophore	desferrioxamin B / desferrioxamine E	83
fig|6666666.590939.peg.3835	341.1	Streptomyces rochei CC567	siderophore	siderophore	desferrioxamin B / desferrioxamine E	83
fig|6666666.590939.peg.3834	341.1	Streptomyces rochei CC566	siderophore	siderophore	desferrioxamin B / desferrioxamine E	83
fig|6666666.590939.peg.3833	341.1	Streptomyces rochei CC565	siderophore	siderophore	desferrioxamin B / desferrioxamine E	83
fig|6666666.590939.peg.3832	341.1	Streptomyces rochei CC564	siderophore	siderophore	desferrioxamin B / desferrioxamine E	83
fig|6666666.590939.peg.3711	43.1	Streptomyces rochei CC135	terpene	terpene	geosmin	100
fig|6666666.590939.peg.3710	43.1	Streptomyces rochei CC134	terpene	terpene	geosmin	100
fig|6666666.590939.peg.3709	43.1	Streptomyces rochei CC133	terpene	terpene	geosmin	100
fig|6666666.590939.peg.3708	43.1	Streptomyces rochei CC132	terpene	terpene	geosmin	100
fig|6666666.590939.peg.3707	43.1	Streptomyces rochei CC131	terpene	terpene	geosmin	100
fig|6666666.590939.peg.3706	43.1	Streptomyces rochei CC130	terpene	terpene	geosmin	100
fig|6666666.590939.peg.3705	43.1	Streptomyces rochei CC129	terpene	terpene	geosmin	100
fig|6666666.590939.peg.3704	43.1	Streptomyces rochei CC128	terpene	terpene	geosmin	100
fig|6666666.590939.peg.3703	43.1	Streptomyces rochei CC127	terpene	terpene	geosmin	100
fig|6666666.590939.peg.3702	43.1	Streptomyces rochei CC126	terpene	terpene	geosmin	100
fig|6666666.590939.peg.3701	43.1	Streptomyces rochei CC125	terpene	terpene	geosmin	100
fig|6666666.590939.peg.3700	43.1	Streptomyces rochei CC124	terpene	terpene	geosmin	100
fig|6666666.590939.peg.3699	43.1	Streptomyces rochei CC123	terpene	terpene	geosmin	100
fig|6666666.590939.peg.3698	43.1	Streptomyces rochei CC122	terpene	terpene	geosmin	100
fig|6666666.590939.peg.3411	224.1	Streptomyces rochei CC403	terpene	terpene	carotenoid	36
fig|6666666.590939.peg.3410	224.1	Streptomyces rochei CC402	terpene	terpene	carotenoid	36
fig|6666666.590939.peg.3409	224.1	Streptomyces rochei CC401	terpene	terpene	carotenoid	36
fig|6666666.590939.peg.3408	224.1	Streptomyces rochei CC400	terpene	terpene	carotenoid	36
fig|6666666.590939.peg.3289	37.1	Streptomyces rochei CC121	T2PKS	T2PKS	griseorhodin A	12
fig|6666666.590939.peg.3288	37.1	Streptomyces rochei CC120	T2PKS	T2PKS	griseorhodin A	12
fig|6666666.590939.peg.3287	37.1	Streptomyces rochei CC119	T2PKS	T2PKS	griseorhodin A	12
fig|6666666.590939.peg.3286	37.1	Streptomyces rochei CC118	T2PKS	T2PKS	griseorhodin A	12
fig|6666666.590939.peg.3285	37.1	Streptomyces rochei CC117	T2PKS	T2PKS	griseorhodin A	12
fig|6666666.590939.peg.3284	37.1	Streptomyces rochei CC116	T2PKS	T2PKS	griseorhodin A	12
fig|6666666.590939.peg.3283	37.1	Streptomyces rochei CC115	T2PKS	T2PKS	griseorhodin A	12
fig|6666666.590939.peg.3282	37.1	Streptomyces rochei CC114	T2PKS	T2PKS	griseorhodin A	12
fig|6666666.590939.peg.3281	37.1	Streptomyces rochei CC113	T2PKS	T2PKS	griseorhodin A	12
fig|6666666.590939.peg.3280	37.1	Streptomyces rochei CC112	T2PKS	T2PKS	griseorhodin A	12
fig|6666666.590939.peg.2971	114.1	Streptomyces rochei CC287	NRPS-like	T1PKS	levorin A3 / C06690 / FR-008-III / candicidin A / UNII-AP5PEF5W7U	76
fig|6666666.590939.peg.2970	114.1	Streptomyces rochei CC286	NRPS-like	T1PKS	levorin A3 / C06690 / FR-008-III / candicidin A / UNII-AP5PEF5W7U	76
fig|6666666.590939.peg.2969	114.1	Streptomyces rochei CC285	NRPS-like	T1PKS	levorin A3 / C06690 / FR-008-III / candicidin A / UNII-AP5PEF5W7U	76
fig|6666666.590939.peg.2968	114.1	Streptomyces rochei CC284	NRPS-like	T1PKS	levorin A3 / C06690 / FR-008-III / candicidin A / UNII-AP5PEF5W7U	76
fig|6666666.590939.peg.2967	114.1	Streptomyces rochei CC283	NRPS-like	T1PKS	levorin A3 / C06690 / FR-008-III / candicidin A / UNII-AP5PEF5W7U	76
fig|6666666.590939.peg.2966	114.1	Streptomyces rochei CC282	NRPS-like	T1PKS	levorin A3 / C06690 / FR-008-III / candicidin A / UNII-AP5PEF5W7U	76
fig|6666666.590939.peg.2965	114.1	Streptomyces rochei CC281	NRPS-like	T1PKS	levorin A3 / C06690 / FR-008-III / candicidin A / UNII-AP5PEF5W7U	76
fig|6666666.590939.peg.2964	114.1	Streptomyces rochei CC280	NRPS-like	T1PKS	levorin A3 / C06690 / FR-008-III / candicidin A / UNII-AP5PEF5W7U	76
fig|6666666.590939.peg.2963	114.1	Streptomyces rochei CC279	NRPS-like	T1PKS	levorin A3 / C06690 / FR-008-III / candicidin A / UNII-AP5PEF5W7U	76
fig|6666666.590939.peg.2962	114.1	Streptomyces rochei CC278	NRPS-like	T1PKS	levorin A3 / C06690 / FR-008-III / candicidin A / UNII-AP5PEF5W7U	76
fig|6666666.590939.peg.2961	114.1	Streptomyces rochei CC277	NRPS-like	T1PKS	levorin A3 / C06690 / FR-008-III / candicidin A / UNII-AP5PEF5W7U	76
fig|6666666.590939.peg.2960	114.1	Streptomyces rochei CC276	NRPS-like	T1PKS	levorin A3 / C06690 / FR-008-III / candicidin A / UNII-AP5PEF5W7U	76
fig|6666666.590939.peg.2900	9.1	Streptomyces rochei CC63	NRPS	NRPS	coelichelin	18
fig|6666666.590939.peg.2899	9.1	Streptomyces rochei CC62	NRPS	NRPS	coelichelin	18
fig|6666666.590939.peg.2898	9.1	Streptomyces rochei CC61	NRPS	NRPS	coelichelin	18
fig|6666666.590939.peg.2872	65.1	Streptomyces rochei CC189	terpene	terpene	hopene	100
fig|6666666.590939.peg.2871	65.1	Streptomyces rochei CC188	terpene	terpene	hopene	100
fig|6666666.590939.peg.2870	65.1	Streptomyces rochei CC187	terpene	terpene	hopene	100
fig|6666666.590939.peg.2869	65.1	Streptomyces rochei CC186	terpene	terpene	hopene	100
fig|6666666.590939.peg.2868	65.1	Streptomyces rochei CC185	terpene	terpene	hopene	100
fig|6666666.590939.peg.2867	65.1	Streptomyces rochei CC184	terpene	terpene	hopene	100
fig|6666666.590939.peg.2866	65.1	Streptomyces rochei CC183	terpene	terpene	hopene	100
fig|6666666.590939.peg.2865	65.1	Streptomyces rochei CC182	terpene	terpene	hopene	100
fig|6666666.590939.peg.2864	65.1	Streptomyces rochei CC181	terpene	terpene	hopene	100
fig|6666666.590939.peg.2863	65.1	Streptomyces rochei CC180	terpene	terpene	hopene	100
fig|6666666.590939.peg.2862	65.1	Streptomyces rochei CC179	terpene	terpene	hopene	100
fig|6666666.590939.peg.2861	65.1	Streptomyces rochei CC178	terpene	terpene	hopene	100
fig|6666666.590939.peg.2860	65.1	Streptomyces rochei CC177	terpene	terpene	hopene	100
fig|6666666.590939.peg.2859	65.1	Streptomyces rochei CC176	terpene	terpene	hopene	100
fig|6666666.590939.peg.2858	65.1	Streptomyces rochei CC175	terpene	terpene	hopene	100
fig|6666666.590939.peg.2857	65.1	Streptomyces rochei CC174	terpene	terpene	hopene	100
fig|6666666.590939.peg.2856	65.1	Streptomyces rochei CC173	terpene	terpene	hopene	100
fig|6666666.590939.peg.2855	65.1	Streptomyces rochei CC172	terpene	terpene	hopene	100
fig|6666666.590939.peg.2854	65.1	Streptomyces rochei CC171	terpene	terpene	hopene	100
fig|6666666.590939.peg.2853	65.1	Streptomyces rochei CC170	terpene	terpene	hopene	100
fig|6666666.590939.peg.2852	65.1	Streptomyces rochei CC169	terpene	terpene	hopene	100
fig|6666666.590939.peg.2851	65.1	Streptomyces rochei CC168	terpene	terpene	hopene	100
fig|6666666.590939.peg.2850	65.1	Streptomyces rochei CC167	terpene	terpene	hopene	100
fig|6666666.590939.peg.2814	6.1	Streptomyces rochei CC60	T2PKS	T2PKS	kinamycin	31
fig|6666666.590939.peg.2813	6.1	Streptomyces rochei CC59	T2PKS	T2PKS	kinamycin	31
fig|6666666.590939.peg.2812	6.1	Streptomyces rochei CC58	T2PKS	T2PKS	kinamycin	31
fig|6666666.590939.peg.2811	6.1	Streptomyces rochei CC57	T2PKS	T2PKS	kinamycin	31
fig|6666666.590939.peg.2810	6.1	Streptomyces rochei CC56	T2PKS	T2PKS	kinamycin	31
fig|6666666.590939.peg.2809	6.1	Streptomyces rochei CC55	T2PKS	T2PKS	kinamycin	31
fig|6666666.590939.peg.2808	6.1	Streptomyces rochei CC54	T2PKS	T2PKS	kinamycin	31
fig|6666666.590939.peg.2807	6.1	Streptomyces rochei CC53	T2PKS	T2PKS	kinamycin	31
fig|6666666.590939.peg.2806	6.1	Streptomyces rochei CC52	T2PKS	T2PKS	kinamycin	31
fig|6666666.590939.peg.2805	6.1	Streptomyces rochei CC51	T2PKS	T2PKS	kinamycin	31
fig|6666666.590939.peg.2804	6.1	Streptomyces rochei CC50	T2PKS	T2PKS	kinamycin	31
fig|6666666.590939.peg.2803	6.1	Streptomyces rochei CC49	T2PKS	T2PKS	kinamycin	31
fig|6666666.590939.peg.2802	6.1	Streptomyces rochei CC48	T2PKS	T2PKS	kinamycin	31
fig|6666666.590939.peg.273	57.1	Streptomyces rochei CC165	melanin	melanin	melanin	60
fig|6666666.590939.peg.272	57.1	Streptomyces rochei CC164	melanin	melanin	melanin	60
fig|6666666.590939.peg.271	57.1	Streptomyces rochei CC163	melanin	melanin	melanin	60
fig|6666666.590939.peg.270	57.1	Streptomyces rochei CC162	melanin	melanin	melanin	60
fig|6666666.590939.peg.269	57.1	Streptomyces rochei CC161	melanin	melanin	melanin	60
fig|6666666.590939.peg.268	57.1	Streptomyces rochei CC160	melanin	melanin	melanin	60
fig|6666666.590939.peg.267	57.1	Streptomyces rochei CC159	melanin	melanin	melanin	60
fig|6666666.590939.peg.266	57.1	Streptomyces rochei CC158	melanin	melanin	melanin	60
fig|6666666.590939.peg.2488	113.1	Streptomyces rochei CC275	siderophore	siderophore		
fig|6666666.590939.peg.2487	113.1	Streptomyces rochei CC274	siderophore	siderophore		
fig|6666666.590939.peg.2486	113.1	Streptomyces rochei CC273	siderophore	siderophore		
fig|6666666.590939.peg.2485	113.1	Streptomyces rochei CC272	siderophore	siderophore		
fig|6666666.590939.peg.2434	255.1	Streptomyces rochei CC443	T3PKS	T3PKS	"flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin"	33
fig|6666666.590939.peg.2433	255.1	Streptomyces rochei CC442	T3PKS	T3PKS	"flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin"	33
fig|6666666.590939.peg.2432	255.1	Streptomyces rochei CC441	T3PKS	T3PKS	"flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin"	33
fig|6666666.590939.peg.2431	255.1	Streptomyces rochei CC440	T3PKS	T3PKS	"flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin"	33
fig|6666666.590939.peg.2430	255.1	Streptomyces rochei CC439	T3PKS	T3PKS	"flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin"	33
fig|6666666.590939.peg.2429	255.1	Streptomyces rochei CC438	T3PKS	T3PKS	"flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin"	33
fig|6666666.590939.peg.2428	255.1	Streptomyces rochei CC437	T3PKS	T3PKS	"flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin"	33
fig|6666666.590939.peg.2427	255.1	Streptomyces rochei CC436	T3PKS	T3PKS	"flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin"	33
fig|6666666.590939.peg.2426	255.1	Streptomyces rochei CC435	T3PKS	T3PKS	"flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin"	33
fig|6666666.590939.peg.2425	255.1	Streptomyces rochei CC434	T3PKS	T3PKS	"flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin"	33
fig|6666666.590939.peg.2424	255.1	Streptomyces rochei CC433	T3PKS	T3PKS	"flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin"	33
fig|6666666.590939.peg.2423	255.1	Streptomyces rochei CC432	T3PKS	T3PKS	"flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin"	33
fig|6666666.590939.peg.2422	255.1	Streptomyces rochei CC431	T3PKS	T3PKS	"flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin"	33
fig|6666666.590939.peg.2421	255.1	Streptomyces rochei CC430	T3PKS	T3PKS	"flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin"	33
fig|6666666.590939.peg.2420	255.1	Streptomyces rochei CC429	T3PKS	T3PKS	"flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin"	33
fig|6666666.590939.peg.2419	255.1	Streptomyces rochei CC428	T3PKS	T3PKS	"flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin"	33
fig|6666666.590939.peg.2418	255.1	Streptomyces rochei CC427	T3PKS	T3PKS	"flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin"	33
fig|6666666.590939.peg.2417	255.1	Streptomyces rochei CC426	T3PKS	T3PKS	"flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin"	33
fig|6666666.590939.peg.2416	255.1	Streptomyces rochei CC425	T3PKS	T3PKS	"flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin"	33
fig|6666666.590939.peg.2415	255.1	Streptomyces rochei CC424	T3PKS	T3PKS	"flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin"	33
fig|6666666.590939.peg.2414	255.1	Streptomyces rochei CC423	T3PKS	T3PKS	"flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin"	33
fig|6666666.590939.peg.2413	255.1	Streptomyces rochei CC422	T3PKS	T3PKS	"flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin"	33
fig|6666666.590939.peg.2412	255.1	Streptomyces rochei CC421	T3PKS	T3PKS	"flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin"	33
fig|6666666.590939.peg.2411	255.1	Streptomyces rochei CC420	T3PKS	T3PKS	"flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin"	33
fig|6666666.590939.peg.2410	255.1	Streptomyces rochei CC419	T3PKS	T3PKS	"flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin"	33
fig|6666666.590939.peg.2409	255.1	Streptomyces rochei CC418	T3PKS	T3PKS	"flaviolin rhamnoside / 3,3'-diflaviolin / flaviolin"	33
