fig|6666666.590940.peg.3135	CuatroCienegas	2.1	Streptomyces rochei CC42	terpene	terpene	albaflavenone	100
fig|6666666.590940.peg.3134	CuatroCienegas	2.1	Streptomyces rochei CC41	terpene	terpene	albaflavenone	100
fig|6666666.590940.peg.3133	CuatroCienegas	2.1	Streptomyces rochei CC40	terpene	terpene	albaflavenone	100
fig|6666666.590940.peg.3132	CuatroCienegas	2.1	Streptomyces rochei CC39	terpene	terpene	albaflavenone	100
fig|6666666.590940.peg.3131	CuatroCienegas	2.1	Streptomyces rochei CC38	terpene	terpene	albaflavenone	100
fig|6666666.590940.peg.3130	CuatroCienegas	2.1	Streptomyces rochei CC37	terpene	terpene	albaflavenone	100
fig|6666666.590940.peg.313	CuatroCienegas	8.2	Streptomyces rochei CC244	lanthidin	lanthidin		
fig|6666666.590940.peg.3129	CuatroCienegas	2.1	Streptomyces rochei CC36	terpene	terpene	albaflavenone	100
fig|6666666.590940.peg.312	CuatroCienegas	8.2	Streptomyces rochei CC243	lanthidin	lanthidin		
fig|6666666.590940.peg.311	CuatroCienegas	8.2	Streptomyces rochei CC242	lanthidin	lanthidin		
fig|6666666.590940.peg.310	CuatroCienegas	8.2	Streptomyces rochei CC241	lanthidin	lanthidin		
fig|6666666.590940.peg.309	CuatroCienegas	8.2	Streptomyces rochei CC240	lanthidin	lanthidin		
fig|6666666.590940.peg.308	CuatroCienegas	8.2	Streptomyces rochei CC239	lanthidin	lanthidin		
fig|6666666.590940.peg.307	CuatroCienegas	8.2	Streptomyces rochei CC238	lanthidin	lanthidin		
fig|6666666.590940.peg.306	CuatroCienegas	8.2	Streptomyces rochei CC237	lanthidin	lanthidin		
fig|6666666.590940.peg.305	CuatroCienegas	8.2	Streptomyces rochei CC236	lanthidin	lanthidin		
fig|6666666.590940.peg.304	CuatroCienegas	8.2	Streptomyces rochei CC235	lanthidin	lanthidin		
fig|6666666.590940.peg.303	CuatroCienegas	8.2	Streptomyces rochei CC234	lanthidin	lanthidin		
fig|6666666.590940.peg.302	CuatroCienegas	8.2	Streptomyces rochei CC233	lanthidin	lanthidin		
fig|6666666.590940.peg.301	CuatroCienegas	8.2	Streptomyces rochei CC232	lanthidin	lanthidin		
fig|6666666.590940.peg.300	CuatroCienegas	8.2	Streptomyces rochei CC231	lanthidin	lanthidin		
fig|6666666.590940.peg.299	CuatroCienegas	8.2	Streptomyces rochei CC230	lanthidin	lanthidin		
fig|6666666.590940.peg.298	CuatroCienegas	8.2	Streptomyces rochei CC229	lanthidin	lanthidin		
fig|6666666.590940.peg.297	CuatroCienegas	8.2	Streptomyces rochei CC228	lanthidin	lanthidin		
fig|6666666.590940.peg.296	CuatroCienegas	8.2	Streptomyces rochei CC227	lanthidin	lanthidin		
fig|6666666.590940.peg.295	CuatroCienegas	8.2	Streptomyces rochei CC226	lanthidin	lanthidin		
fig|6666666.590940.peg.294	CuatroCienegas	8.2	Streptomyces rochei CC225	lanthidin	lanthidin		
fig|6666666.590940.peg.293	CuatroCienegas	8.2	Streptomyces rochei CC224	lanthidin	lanthidin		
fig|6666666.590940.peg.292	CuatroCienegas	8.2	Streptomyces rochei CC223	lanthidin	lanthidin		
fig|6666666.590940.peg.291	CuatroCienegas	8.2	Streptomyces rochei CC222	lanthidin	lanthidin		
fig|6666666.590940.peg.290	CuatroCienegas	8.2	Streptomyces rochei CC221	lanthidin	lanthidin		
fig|6666666.590940.peg.289	CuatroCienegas	8.2	Streptomyces rochei CC220	lanthidin	lanthidin		
fig|6666666.590940.peg.288	CuatroCienegas	8.2	Streptomyces rochei CC219	lanthidin	lanthidin		
fig|6666666.590940.peg.287	CuatroCienegas	8.2	Streptomyces rochei CC218	lanthidin	lanthidin		
fig|6666666.590940.peg.286	CuatroCienegas	8.2	Streptomyces rochei CC217	lanthidin	lanthidin		
fig|6666666.590940.peg.285	CuatroCienegas	8.2	Streptomyces rochei CC215	lanthidin	lanthidin		
fig|6666666.590940.peg.284	CuatroCienegas	8.2	Streptomyces rochei CC214	lanthidin	lanthidin		
fig|6666666.590940.peg.283	CuatroCienegas	8.2	Streptomyces rochei CC213	lanthidin	lanthidin		
fig|6666666.590940.peg.2662	CuatroCienegas	6.1	Streptomyces rochei CC174	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2661	CuatroCienegas	6.1	Streptomyces rochei CC173	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2660	CuatroCienegas	6.1	Streptomyces rochei CC172	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2659	CuatroCienegas	6.1	Streptomyces rochei CC171	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2658	CuatroCienegas	6.1	Streptomyces rochei CC170	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2657	CuatroCienegas	6.1	Streptomyces rochei CC169	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2656	CuatroCienegas	6.1	Streptomyces rochei CC168	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2655	CuatroCienegas	6.1	Streptomyces rochei CC167	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2654	CuatroCienegas	6.1	Streptomyces rochei CC166	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2653	CuatroCienegas	6.1	Streptomyces rochei CC165	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2652	CuatroCienegas	6.1	Streptomyces rochei CC164	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2651	CuatroCienegas	6.1	Streptomyces rochei CC163	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2650	CuatroCienegas	6.1	Streptomyces rochei CC162	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2649	CuatroCienegas	6.1	Streptomyces rochei CC161	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2648	CuatroCienegas	6.1	Streptomyces rochei CC160	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2647	CuatroCienegas	6.1	Streptomyces rochei CC159	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2646	CuatroCienegas	6.1	Streptomyces rochei CC158	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2645	CuatroCienegas	6.1	Streptomyces rochei CC157	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2644	CuatroCienegas	6.1	Streptomyces rochei CC156	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2643	CuatroCienegas	6.1	Streptomyces rochei CC155	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2642	CuatroCienegas	6.1	Streptomyces rochei CC154	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2641	CuatroCienegas	6.1	Streptomyces rochei CC153	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2640	CuatroCienegas	6.1	Streptomyces rochei CC152	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2639	CuatroCienegas	6.1	Streptomyces rochei CC151	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2638	CuatroCienegas	6.1	Streptomyces rochei CC150	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2637	CuatroCienegas	6.1	Streptomyces rochei CC149	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2636	CuatroCienegas	6.1	Streptomyces rochei CC148	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2635	CuatroCienegas	6.1	Streptomyces rochei CC147	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2634	CuatroCienegas	6.1	Streptomyces rochei CC146	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2633	CuatroCienegas	6.1	Streptomyces rochei CC145	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2632	CuatroCienegas	6.1	Streptomyces rochei CC144	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2631	CuatroCienegas	6.1	Streptomyces rochei CC143	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2630	CuatroCienegas	6.1	Streptomyces rochei CC142	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2629	CuatroCienegas	6.1	Streptomyces rochei CC141	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2628	CuatroCienegas	6.1	Streptomyces rochei CC140	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2627	CuatroCienegas	6.1	Streptomyces rochei CC139	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2626	CuatroCienegas	6.1	Streptomyces rochei CC138	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2625	CuatroCienegas	6.1	Streptomyces rochei CC137	T2PKS	T2PKS	fluostatins M-Q	60
fig|6666666.590940.peg.2624	CuatroCienegas	4.1	Streptomyces rochei CC132	T1PKS	transAT-PKS	rifamycin	12
fig|6666666.590940.peg.2623	CuatroCienegas	4.1	Streptomyces rochei CC131	T1PKS	transAT-PKS	rifamycin	12
fig|6666666.590940.peg.2622	CuatroCienegas	4.1	Streptomyces rochei CC130	T1PKS	transAT-PKS	rifamycin	12
fig|6666666.590940.peg.2621	CuatroCienegas	4.1	Streptomyces rochei CC129	T1PKS	transAT-PKS	rifamycin	12
fig|6666666.590940.peg.2620	CuatroCienegas	4.1	Streptomyces rochei CC128	T1PKS	transAT-PKS	rifamycin	12
fig|6666666.590940.peg.2619	CuatroCienegas	4.1	Streptomyces rochei CC127	T1PKS	transAT-PKS	rifamycin	12
fig|6666666.590940.peg.2598	CuatroCienegas	51.1	Streptomyces rochei CC789	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2597	CuatroCienegas	51.1	Streptomyces rochei CC788	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2596	CuatroCienegas	51.1	Streptomyces rochei CC787	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2595	CuatroCienegas	51.1	Streptomyces rochei CC786	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2594	CuatroCienegas	51.1	Streptomyces rochei CC785	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2593	CuatroCienegas	51.1	Streptomyces rochei CC784	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2592	CuatroCienegas	51.1	Streptomyces rochei CC783	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2591	CuatroCienegas	51.1	Streptomyces rochei CC782	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2590	CuatroCienegas	51.1	Streptomyces rochei CC781	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2589	CuatroCienegas	51.1	Streptomyces rochei CC780	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2588	CuatroCienegas	51.1	Streptomyces rochei CC779	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2587	CuatroCienegas	51.1	Streptomyces rochei CC778	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2586	CuatroCienegas	51.1	Streptomyces rochei CC777	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2585	CuatroCienegas	51.1	Streptomyces rochei CC776	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2584	CuatroCienegas	51.1	Streptomyces rochei CC775	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2583	CuatroCienegas	51.1	Streptomyces rochei CC774	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2582	CuatroCienegas	51.1	Streptomyces rochei CC773	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2581	CuatroCienegas	51.1	Streptomyces rochei CC772	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2580	CuatroCienegas	51.1	Streptomyces rochei CC771	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2579	CuatroCienegas	51.1	Streptomyces rochei CC770	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2578	CuatroCienegas	51.1	Streptomyces rochei CC769	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2577	CuatroCienegas	51.1	Streptomyces rochei CC768	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2576	CuatroCienegas	51.1	Streptomyces rochei CC767	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2575	CuatroCienegas	51.1	Streptomyces rochei CC766	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2574	CuatroCienegas	51.1	Streptomyces rochei CC765	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2573	CuatroCienegas	51.1	Streptomyces rochei CC764	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2572	CuatroCienegas	51.1	Streptomyces rochei CC763	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2571	CuatroCienegas	51.1	Streptomyces rochei CC762	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2570	CuatroCienegas	51.1	Streptomyces rochei CC761	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2569	CuatroCienegas	51.1	Streptomyces rochei CC760	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2568	CuatroCienegas	51.1	Streptomyces rochei CC759	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2567	CuatroCienegas	51.1	Streptomyces rochei CC758	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2566	CuatroCienegas	51.1	Streptomyces rochei CC757	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2565	CuatroCienegas	51.1	Streptomyces rochei CC756	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2564	CuatroCienegas	51.1	Streptomyces rochei CC755	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2563	CuatroCienegas	51.1	Streptomyces rochei CC754	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2562	CuatroCienegas	51.1	Streptomyces rochei CC753	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2561	CuatroCienegas	51.1	Streptomyces rochei CC752	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2560	CuatroCienegas	51.1	Streptomyces rochei CC751	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2559	CuatroCienegas	51.1	Streptomyces rochei CC750	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2558	CuatroCienegas	51.1	Streptomyces rochei CC749	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2557	CuatroCienegas	51.1	Streptomyces rochei CC748	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2556	CuatroCienegas	51.1	Streptomyces rochei CC747	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2555	CuatroCienegas	51.1	Streptomyces rochei CC746	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2554	CuatroCienegas	51.1	Streptomyces rochei CC745	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2553	CuatroCienegas	51.1	Streptomyces rochei CC744	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2552	CuatroCienegas	51.1	Streptomyces rochei CC743	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2551	CuatroCienegas	51.1	Streptomyces rochei CC742	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2550	CuatroCienegas	51.1	Streptomyces rochei CC741	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2549	CuatroCienegas	51.1	Streptomyces rochei CC740	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2548	CuatroCienegas	51.1	Streptomyces rochei CC739	T1PKS	NRPS-like	antimycin	93
fig|6666666.590940.peg.2286	CuatroCienegas	53.1	Streptomyces rochei CC827	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2285	CuatroCienegas	53.1	Streptomyces rochei CC826	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2284	CuatroCienegas	53.1	Streptomyces rochei CC825	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2283	CuatroCienegas	53.1	Streptomyces rochei CC824	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2282	CuatroCienegas	53.1	Streptomyces rochei CC823	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2281	CuatroCienegas	53.1	Streptomyces rochei CC822	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2280	CuatroCienegas	53.1	Streptomyces rochei CC821	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2279	CuatroCienegas	53.1	Streptomyces rochei CC820	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2278	CuatroCienegas	53.1	Streptomyces rochei CC819	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2277	CuatroCienegas	53.1	Streptomyces rochei CC818	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2276	CuatroCienegas	53.1	Streptomyces rochei CC817	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2275	CuatroCienegas	53.1	Streptomyces rochei CC816	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2274	CuatroCienegas	53.1	Streptomyces rochei CC815	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2273	CuatroCienegas	53.1	Streptomyces rochei CC814	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2272	CuatroCienegas	53.1	Streptomyces rochei CC813	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2271	CuatroCienegas	53.1	Streptomyces rochei CC812	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2270	CuatroCienegas	53.1	Streptomyces rochei CC811	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2269	CuatroCienegas	53.1	Streptomyces rochei CC810	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2268	CuatroCienegas	53.1	Streptomyces rochei CC809	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2267	CuatroCienegas	53.1	Streptomyces rochei CC808	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2266	CuatroCienegas	53.1	Streptomyces rochei CC807	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2265	CuatroCienegas	53.1	Streptomyces rochei CC806	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2264	CuatroCienegas	53.1	Streptomyces rochei CC805	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2263	CuatroCienegas	53.1	Streptomyces rochei CC804	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2262	CuatroCienegas	53.1	Streptomyces rochei CC803	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2261	CuatroCienegas	53.1	Streptomyces rochei CC802	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2260	CuatroCienegas	53.1	Streptomyces rochei CC801	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2259	CuatroCienegas	53.1	Streptomyces rochei CC800	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2258	CuatroCienegas	53.1	Streptomyces rochei CC799	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2257	CuatroCienegas	53.1	Streptomyces rochei CC798	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2256	CuatroCienegas	53.1	Streptomyces rochei CC797	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2255	CuatroCienegas	53.1	Streptomyces rochei CC796	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2254	CuatroCienegas	53.1	Streptomyces rochei CC795	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2253	CuatroCienegas	53.1	Streptomyces rochei CC794	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2252	CuatroCienegas	53.1	Streptomyces rochei CC793	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2251	CuatroCienegas	53.1	Streptomyces rochei CC792	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2250	CuatroCienegas	53.1	Streptomyces rochei CC791	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.2249	CuatroCienegas	53.1	Streptomyces rochei CC790	T3PKS	T3PKS	herboxidiene	8
fig|6666666.590940.peg.1965	CuatroCienegas	42.4	Streptomyces rochei CC692	butyrolactone	butyrolactone	lactonamycin	7
fig|6666666.590940.peg.1964	CuatroCienegas	42.4	Streptomyces rochei CC691	butyrolactone	butyrolactone	lactonamycin	7
fig|6666666.590940.peg.1963	CuatroCienegas	42.4	Streptomyces rochei CC690	butyrolactone	butyrolactone	lactonamycin	7
fig|6666666.590940.peg.1962	CuatroCienegas	42.4	Streptomyces rochei CC689	butyrolactone	butyrolactone	lactonamycin	7
fig|6666666.590940.peg.1961	CuatroCienegas	42.4	Streptomyces rochei CC688	butyrolactone	butyrolactone	lactonamycin	7
fig|6666666.590940.peg.1960	CuatroCienegas	42.4	Streptomyces rochei CC687	butyrolactone	butyrolactone	lactonamycin	7
fig|6666666.590940.peg.1959	CuatroCienegas	42.4	Streptomyces rochei CC686	butyrolactone	butyrolactone	lactonamycin	7
fig|6666666.590940.peg.1958	CuatroCienegas	42.4	Streptomyces rochei CC685	butyrolactone	butyrolactone	lactonamycin	7
fig|6666666.590940.peg.170	CuatroCienegas	8.1	Streptomyces rochei CC212	NRPS-like	NRPS-like	alanylclavam / 2-hydroxymethylclavam / 2-formyloxymethylclavam / clavam-2-carboxylate	12
fig|6666666.590940.peg.1691	CuatroCienegas	42.3	Streptomyces rochei CC684	T1PKS	T1PKS	vicenistatin	60
fig|6666666.590940.peg.1690	CuatroCienegas	42.3	Streptomyces rochei CC683	T1PKS	T1PKS	vicenistatin	60
fig|6666666.590940.peg.169	CuatroCienegas	8.1	Streptomyces rochei CC211	NRPS-like	NRPS-like	alanylclavam / 2-hydroxymethylclavam / 2-formyloxymethylclavam / clavam-2-carboxylate	12
fig|6666666.590940.peg.1689	CuatroCienegas	42.3	Streptomyces rochei CC682	T1PKS	T1PKS	vicenistatin	60
fig|6666666.590940.peg.1688	CuatroCienegas	42.3	Streptomyces rochei CC681	T1PKS	T1PKS	vicenistatin	60
fig|6666666.590940.peg.1687	CuatroCienegas	42.3	Streptomyces rochei CC680	T1PKS	T1PKS	vicenistatin	60
fig|6666666.590940.peg.1686	CuatroCienegas	42.3	Streptomyces rochei CC679	T1PKS	T1PKS	vicenistatin	60
fig|6666666.590940.peg.1685	CuatroCienegas	42.3	Streptomyces rochei CC678	T1PKS	T1PKS	vicenistatin	60
fig|6666666.590940.peg.1684	CuatroCienegas	42.3	Streptomyces rochei CC677	T1PKS	T1PKS	vicenistatin	60
fig|6666666.590940.peg.1683	CuatroCienegas	42.3	Streptomyces rochei CC676	T1PKS	T1PKS	vicenistatin	60
fig|6666666.590940.peg.1682	CuatroCienegas	42.3	Streptomyces rochei CC675	T1PKS	T1PKS	vicenistatin	60
fig|6666666.590940.peg.1681	CuatroCienegas	42.3	Streptomyces rochei CC674	T1PKS	T1PKS	vicenistatin	60
fig|6666666.590940.peg.1680	CuatroCienegas	42.3	Streptomyces rochei CC673	T1PKS	T1PKS	vicenistatin	60
fig|6666666.590940.peg.168	CuatroCienegas	8.1	Streptomyces rochei CC210	NRPS-like	NRPS-like	alanylclavam / 2-hydroxymethylclavam / 2-formyloxymethylclavam / clavam-2-carboxylate	12
fig|6666666.590940.peg.1679	CuatroCienegas	42.3	Streptomyces rochei CC672	T1PKS	T1PKS	vicenistatin	60
fig|6666666.590940.peg.1678	CuatroCienegas	42.3	Streptomyces rochei CC671	T1PKS	T1PKS	vicenistatin	60
fig|6666666.590940.peg.1677	CuatroCienegas	42.3	Streptomyces rochei CC670	T1PKS	T1PKS	vicenistatin	60
fig|6666666.590940.peg.1676	CuatroCienegas	42.3	Streptomyces rochei CC669	T1PKS	T1PKS	vicenistatin	60
fig|6666666.590940.peg.1675	CuatroCienegas	42.3	Streptomyces rochei CC668	T1PKS	T1PKS	vicenistatin	60
fig|6666666.590940.peg.1674	CuatroCienegas	42.3	Streptomyces rochei CC667	T1PKS	T1PKS	vicenistatin	60
fig|6666666.590940.peg.1673	CuatroCienegas	42.3	Streptomyces rochei CC666	T1PKS	T1PKS	vicenistatin	60
fig|6666666.590940.peg.1672	CuatroCienegas	42.3	Streptomyces rochei CC665	T1PKS	T1PKS	vicenistatin	60
fig|6666666.590940.peg.1671	CuatroCienegas	42.3	Streptomyces rochei CC664	T1PKS	T1PKS	vicenistatin	60
fig|6666666.590940.peg.1670	CuatroCienegas	42.3	Streptomyces rochei CC663	T1PKS	T1PKS	vicenistatin	60
fig|6666666.590940.peg.167	CuatroCienegas	8.1	Streptomyces rochei CC209	NRPS-like	NRPS-like	alanylclavam / 2-hydroxymethylclavam / 2-formyloxymethylclavam / clavam-2-carboxylate	12
fig|6666666.590940.peg.1669	CuatroCienegas	42.3	Streptomyces rochei CC662	T1PKS	T1PKS	vicenistatin	60
